CustID,Gender,AgeGroup,Purchase_Last_Quarter,Unique_Products_Purchased,Response_to_Campaign
104933,Female,30-50,No,2,No
104934,Female,30-50,Yes,7,Yes
104935,Male,>50,No,6,Yes
104936,Male,30-50,Yes,10,Yes
104937,Male,<30,No,1,No
104938,Male,30-50,Yes,8,No
104939,Female,<30,Yes,11,Yes
104940,Female,30-50,Yes,10,No
104941,Female,30-50,Yes,15,No
104942,Female,>50,Yes,13,No
104943,Male,<30,Yes,14,No
104944,Male,30-50,Yes,8,No
104945,Female,>50,Yes,7,No
104946,Male,30-50,Yes,11,Yes
104947,Female,>50,No,3,No
104948,Male,>50,Yes,6,No
104949,Female,>50,No,7,No
104950,Female,>50,Yes,8,No
104951,Female,30-50,Yes,6,Yes
104952,Female,30-50,Yes,9,No
104953,Male,<30,Yes,5,No
104954,Male,>50,Yes,9,No
104955,Male,30-50,Yes,9,No
104956,Female,>50,No,5,No
104957,Female,<30,No,5,No
104958,Female,<30,Yes,7,No
104959,Female,>50,Yes,9,No
104960,Female,<30,Yes,12,No
104961,Female,>50,Yes,14,Yes
104962,Female,>50,No,3,No
104963,Female,<30,Yes,13,No
104964,Female,>50,Yes,13,Yes
104965,Female,>50,Yes,13,Yes
104966,Female,<30,No,5,No
104967,Female,<30,Yes,7,No
104968,Male,>50,Yes,6,No
104969,Female,30-50,No,1,Yes
104970,Male,>50,Yes,7,Yes
104971,Male,30-50,Yes,8,No
104972,Female,30-50,Yes,12,Yes
104973,Female,<30,No,7,No
104974,Male,30-50,Yes,8,No
104975,Female,30-50,Yes,11,Yes
104976,Female,>50,No,2,No
104977,Male,30-50,Yes,9,Yes
104978,Female,<30,Yes,10,Yes
104979,Female,30-50,Yes,9,Yes
104980,Female,<30,Yes,13,Yes
104981,Male,30-50,Yes,13,Yes
104982,Female,30-50,No,7,No
104983,Female,<30,No,1,No
104984,Female,<30,Yes,8,No
104985,Male,30-50,Yes,5,Yes
104986,Female,>50,Yes,12,No
104987,Female,30-50,Yes,12,Yes
104988,Female,<30,Yes,14,No
104989,Male,<30,Yes,5,No
104990,Female,30-50,Yes,14,No
104991,Female,<30,Yes,7,Yes
104992,Female,<30,No,5,Yes
104993,Male,>50,Yes,9,No
104994,Male,>50,No,2,No
104995,Female,30-50,No,1,No
104996,Female,<30,No,7,No
104997,Male,>50,Yes,7,Yes
104998,Female,30-50,Yes,6,Yes
104999,Female,30-50,Yes,7,Yes
105000,Male,<30,Yes,7,No
105001,Female,>50,Yes,10,No
105002,Male,30-50,Yes,15,Yes
105003,Female,30-50,No,4,No
105004,Female,>50,No,7,No
105005,Female,30-50,No,6,No
105006,Female,<30,Yes,6,No
105007,Male,<30,No,1,No
105008,Female,30-50,Yes,6,Yes
105009,Female,>50,Yes,15,Yes
105010,Female,30-50,Yes,12,Yes
105011,Female,30-50,Yes,9,No
105012,Male,>50,Yes,12,Yes
105013,Female,30-50,Yes,6,No
105014,Female,30-50,Yes,9,Yes
105015,Female,<30,Yes,12,Yes
105016,Female,30-50,Yes,8,Yes
105017,Female,<30,Yes,5,Yes
105018,Female,30-50,Yes,14,Yes
105019,Male,<30,Yes,14,Yes
105020,Male,30-50,Yes,12,Yes
105021,Female,>50,Yes,15,No
105022,Female,30-50,Yes,15,No
105023,Female,>50,Yes,10,No
105024,Female,30-50,No,5,No
105025,Female,>50,Yes,13,Yes
105026,Female,<30,Yes,6,No
105027,Female,>50,No,1,No
105028,Female,30-50,No,6,No
105029,Female,30-50,Yes,15,Yes
105030,Female,30-50,Yes,6,No
105031,Male,>50,No,5,No
105032,Male,<30,Yes,15,No
105033,Female,30-50,Yes,8,Yes
105034,Female,>50,Yes,13,Yes
105035,Female,30-50,No,1,No
105036,Male,30-50,No,4,No
105037,Male,>50,No,7,No
105038,Male,30-50,Yes,15,Yes
105039,Female,30-50,Yes,9,Yes
105040,Male,>50,Yes,10,No
105041,Female,30-50,No,1,No
105042,Male,30-50,Yes,13,Yes
105043,Female,30-50,Yes,15,Yes
105044,Female,>50,Yes,9,No
105045,Male,<30,Yes,9,No
105046,Female,>50,Yes,15,No
105047,Female,30-50,Yes,15,No
105048,Male,30-50,No,6,No
105049,Female,<30,No,1,No
105050,Female,30-50,No,1,No
105051,Female,30-50,No,6,No
105052,Female,>50,Yes,12,Yes
105053,Male,>50,Yes,10,No
105054,Male,>50,No,6,No
105055,Female,30-50,Yes,15,No
105056,Female,>50,Yes,10,Yes
105057,Female,30-50,Yes,14,No
105058,Female,>50,Yes,11,Yes
105059,Female,<30,Yes,7,No
105060,Male,<30,Yes,7,Yes
105061,Female,30-50,Yes,14,Yes
105062,Male,<30,No,7,No
105063,Female,30-50,No,5,No
105064,Male,30-50,Yes,14,Yes
105065,Female,>50,Yes,8,Yes
105066,Female,30-50,No,6,No
105067,Male,<30,Yes,10,No
105068,Male,30-50,No,5,No
105069,Female,>50,Yes,5,No
105070,Female,30-50,Yes,11,No
105071,Female,>50,Yes,7,Yes
105072,Male,<30,Yes,13,Yes
105073,Female,<30,No,1,No
105074,Female,<30,Yes,7,No
105075,Female,30-50,No,5,No
105076,Female,>50,Yes,5,Yes
105077,Male,<30,Yes,10,No
105078,Male,30-50,Yes,14,Yes
105079,Female,<30,Yes,12,No
105080,Male,30-50,No,4,No
105081,Female,<30,No,1,Yes
105082,Male,<30,No,2,No
105083,Female,30-50,No,6,No
105084,Female,<30,Yes,9,No
105085,Female,30-50,Yes,9,No
105086,Male,>50,Yes,5,No
105087,Male,<30,Yes,6,Yes
105088,Male,<30,Yes,14,No
105089,Male,>50,Yes,7,Yes
105090,Male,30-50,Yes,13,No
105091,Male,>50,No,4,No
105092,Female,>50,Yes,5,Yes
105093,Female,<30,Yes,9,Yes
105094,Male,30-50,Yes,6,Yes
105095,Male,30-50,Yes,11,Yes
105096,Male,30-50,Yes,13,Yes
105097,Male,30-50,No,7,No
105098,Female,>50,Yes,15,No
105099,Female,30-50,Yes,9,Yes
105100,Male,>50,Yes,7,Yes
105101,Male,30-50,Yes,6,No
105102,Female,30-50,Yes,10,Yes
105103,Female,30-50,Yes,6,No
105104,Male,<30,Yes,5,No
105105,Male,>50,No,3,No
105106,Male,30-50,Yes,6,No
105107,Male,<30,Yes,10,Yes
105108,Female,30-50,No,7,Yes
105109,Female,>50,No,1,No
105110,Female,30-50,Yes,13,Yes
105111,Female,30-50,Yes,7,Yes
105112,Female,>50,Yes,9,Yes
105113,Female,>50,Yes,6,Yes
105114,Male,30-50,Yes,10,No
105115,Male,30-50,Yes,8,Yes
105116,Male,30-50,Yes,13,Yes
105117,Female,30-50,Yes,10,No
105118,Male,30-50,Yes,9,No
105119,Female,30-50,No,5,No
105120,Female,30-50,No,4,No
105121,Male,>50,Yes,10,No
105122,Female,>50,Yes,9,No
105123,Male,<30,No,5,No
105124,Female,>50,Yes,15,Yes
105125,Female,>50,No,2,No
105126,Female,<30,Yes,9,Yes
105127,Female,>50,Yes,5,No
105128,Female,<30,No,5,No
105129,Male,30-50,No,3,No
105130,Male,<30,No,3,No
105131,Female,30-50,Yes,8,No
105132,Female,30-50,Yes,11,No
105133,Female,30-50,No,3,No
105134,Female,30-50,Yes,5,No
105135,Female,>50,Yes,7,Yes
105136,Female,>50,No,1,No
105137,Female,30-50,Yes,7,No
105138,Female,<30,Yes,14,No
105139,Female,>50,Yes,7,Yes
105140,Female,30-50,Yes,5,Yes
105141,Male,30-50,Yes,13,Yes
105142,Female,30-50,No,3,No
105143,Female,30-50,No,3,No
105144,Female,30-50,No,4,No
105145,Female,>50,Yes,5,No
105146,Male,<30,Yes,14,Yes
105147,Female,<30,No,4,No
105148,Male,30-50,Yes,7,No
105149,Male,30-50,Yes,6,Yes
105150,Female,30-50,Yes,5,Yes
105151,Female,<30,No,2,No
105152,Female,>50,No,4,Yes
105153,Male,30-50,Yes,13,Yes
105154,Female,30-50,Yes,8,Yes
105155,Female,>50,Yes,9,No
105156,Female,30-50,No,7,No
105157,Female,30-50,Yes,13,No
105158,Female,<30,No,1,No
105159,Female,30-50,Yes,6,No
105160,Female,30-50,Yes,13,No
105161,Female,<30,Yes,14,No
105162,Male,30-50,Yes,11,Yes
105163,Male,30-50,No,4,No
105164,Male,<30,No,4,No
105165,Female,>50,Yes,13,Yes
105166,Female,>50,No,4,No
105167,Male,>50,Yes,5,Yes
105168,Female,>50,No,2,Yes
105169,Female,>50,Yes,12,No
105170,Female,>50,Yes,12,No
105171,Female,<30,No,1,No
105172,Female,>50,Yes,13,Yes
105173,Female,30-50,No,1,Yes
105174,Male,30-50,No,3,Yes
105175,Male,30-50,Yes,15,Yes
105176,Male,<30,Yes,10,No
105177,Female,<30,Yes,7,Yes
105178,Male,30-50,Yes,15,No
105179,Male,30-50,Yes,8,No
105180,Male,<30,Yes,15,No
105181,Male,30-50,Yes,7,Yes
105182,Female,30-50,Yes,9,Yes
105183,Female,30-50,Yes,5,No
105184,Female,30-50,Yes,10,Yes
105185,Female,30-50,Yes,13,No
105186,Female,30-50,No,3,No
105187,Female,>50,No,5,No
105188,Male,30-50,Yes,7,No
105189,Female,<30,No,7,Yes
105190,Female,>50,No,3,No
105191,Female,>50,Yes,8,Yes
105192,Male,<30,No,6,No
105193,Female,<30,No,3,No
105194,Male,30-50,Yes,12,No
105195,Male,30-50,Yes,10,Yes
105196,Female,30-50,No,1,Yes
105197,Male,<30,Yes,15,No
105198,Female,>50,No,4,No
105199,Male,<30,Yes,9,Yes
105200,Male,30-50,Yes,6,Yes
105201,Female,>50,No,7,No
105202,Male,30-50,Yes,7,No
105203,Female,30-50,Yes,14,No
105204,Female,30-50,Yes,11,Yes
105205,Female,>50,Yes,6,No
105206,Male,30-50,Yes,15,Yes
105207,Female,>50,Yes,15,Yes
105208,Female,>50,Yes,5,No
105209,Female,30-50,Yes,13,No
105210,Female,>50,Yes,15,Yes
105211,Female,30-50,No,5,Yes
105212,Male,>50,Yes,9,No
105213,Female,>50,Yes,5,No
105214,Female,<30,No,3,No
105215,Female,<30,Yes,7,No
105216,Female,30-50,Yes,11,Yes
105217,Male,>50,No,7,No
105218,Female,>50,Yes,10,Yes
105219,Female,30-50,Yes,8,Yes
105220,Male,30-50,Yes,11,Yes
105221,Female,>50,Yes,11,Yes
105222,Female,>50,No,1,Yes
105223,Male,<30,Yes,15,No
105224,Female,30-50,Yes,14,Yes
105225,Female,>50,Yes,5,No
105226,Male,30-50,Yes,11,Yes
105227,Female,30-50,Yes,10,Yes
105228,Male,<30,Yes,14,Yes
105229,Female,<30,No,3,Yes
105230,Female,30-50,No,4,No
105231,Female,>50,Yes,5,Yes
105232,Male,30-50,Yes,7,No
105233,Female,30-50,Yes,11,Yes
105234,Male,30-50,No,2,No
105235,Male,<30,Yes,13,No
105236,Female,30-50,Yes,13,Yes
105237,Female,<30,No,2,No
105238,Female,30-50,No,3,Yes
105239,Female,30-50,Yes,10,Yes
105240,Female,>50,Yes,10,No
105241,Female,<30,Yes,11,Yes
105242,Female,30-50,No,7,No
105243,Female,30-50,Yes,15,No
105244,Female,<30,Yes,6,No
105245,Female,>50,Yes,5,No
105246,Male,>50,Yes,7,No
105247,Male,30-50,No,1,No
105248,Female,<30,No,5,No
105249,Male,>50,Yes,14,No
105250,Male,<30,No,6,No
105251,Female,>50,Yes,12,No
105252,Female,<30,Yes,9,No
105253,Female,30-50,No,5,Yes
105254,Female,30-50,Yes,9,No
105255,Male,<30,No,5,Yes
105256,Female,30-50,Yes,14,Yes
105257,Male,>50,No,3,No
105258,Female,<30,No,6,Yes
105259,Female,30-50,Yes,6,Yes
105260,Male,30-50,Yes,12,Yes
105261,Male,30-50,Yes,11,No
105262,Male,>50,No,6,No
105263,Female,<30,No,4,No
105264,Female,>50,Yes,7,No
105265,Female,30-50,Yes,9,Yes
105266,Female,>50,No,2,No
105267,Female,>50,Yes,15,Yes
105268,Female,30-50,Yes,9,Yes
105269,Female,30-50,No,2,No
105270,Male,<30,Yes,11,Yes
105271,Female,<30,No,2,No
105272,Female,<30,No,3,No
105273,Female,30-50,Yes,8,No
105274,Female,>50,Yes,15,Yes
105275,Male,<30,Yes,14,No
105276,Male,>50,Yes,7,No
105277,Male,30-50,No,6,Yes
105278,Male,30-50,No,2,No
105279,Male,>50,Yes,12,Yes
105280,Male,<30,Yes,10,Yes
105281,Female,30-50,No,6,Yes
105282,Male,>50,No,4,No
105283,Female,30-50,Yes,10,Yes
105284,Male,<30,Yes,5,Yes
105285,Male,<30,Yes,14,Yes
105286,Male,30-50,Yes,8,No
105287,Female,30-50,No,4,No
105288,Female,>50,No,7,No
105289,Female,>50,Yes,11,No
105290,Male,30-50,No,6,No
105291,Male,30-50,No,4,Yes
105292,Female,<30,No,2,No
105293,Female,<30,Yes,11,No
105294,Female,>50,No,6,Yes
105295,Female,30-50,Yes,7,Yes
105296,Male,30-50,Yes,10,Yes
105297,Female,<30,Yes,11,No
105298,Female,>50,Yes,12,No
105299,Female,30-50,Yes,5,No
105300,Female,30-50,No,7,No
105301,Female,30-50,Yes,9,Yes
105302,Female,<30,Yes,7,No
105303,Male,>50,No,5,No
105304,Female,>50,No,1,No
105305,Male,<30,Yes,15,No
105306,Female,30-50,Yes,9,Yes
105307,Female,30-50,Yes,8,Yes
105308,Female,30-50,No,4,No
105309,Male,<30,Yes,12,No
105310,Female,30-50,No,1,No
105311,Male,<30,No,3,No
105312,Male,<30,No,7,No
105313,Male,30-50,No,3,No
105314,Female,<30,Yes,12,Yes
105315,Male,30-50,Yes,14,Yes
105316,Female,30-50,Yes,7,Yes
105317,Female,30-50,Yes,8,No
105318,Male,<30,Yes,15,No
105319,Male,30-50,Yes,9,Yes
105320,Male,<30,Yes,13,Yes
105321,Male,>50,Yes,7,Yes
105322,Female,<30,Yes,14,No
105323,Male,30-50,No,2,No
105324,Female,>50,Yes,9,Yes
105325,Female,30-50,Yes,7,No
105326,Female,30-50,Yes,12,No
105327,Female,30-50,No,2,No
105328,Female,30-50,No,4,Yes
105329,Male,<30,No,4,No
105330,Female,<30,No,5,No
105331,Female,30-50,Yes,9,Yes
105332,Male,>50,No,2,No
105333,Male,30-50,Yes,6,No
105334,Female,30-50,Yes,13,No
105335,Male,30-50,Yes,7,No
105336,Female,30-50,Yes,13,Yes
105337,Female,<30,Yes,15,Yes
105338,Male,<30,No,6,No
105339,Male,30-50,No,2,No
105340,Female,30-50,No,7,Yes
105341,Male,30-50,No,3,No
105342,Female,30-50,Yes,5,Yes
105343,Female,30-50,Yes,6,No
105344,Male,<30,Yes,9,Yes
105345,Male,<30,Yes,8,No
105346,Male,30-50,No,1,No
105347,Female,>50,No,2,No
105348,Female,30-50,No,2,No
105349,Female,>50,Yes,9,Yes
105350,Male,>50,Yes,10,No
105351,Female,30-50,Yes,15,Yes
105352,Male,30-50,Yes,9,Yes
105353,Male,>50,Yes,12,Yes
105354,Male,30-50,Yes,8,Yes
105355,Female,30-50,Yes,14,Yes
105356,Male,>50,Yes,9,Yes
105357,Female,>50,Yes,11,Yes
105358,Female,>50,Yes,9,Yes
105359,Female,>50,Yes,7,No
105360,Female,30-50,Yes,6,No
105361,Female,<30,No,1,No
105362,Female,<30,Yes,10,Yes
105363,Female,<30,Yes,9,Yes
105364,Female,30-50,Yes,14,No
105365,Male,>50,Yes,5,Yes
105366,Female,30-50,Yes,14,Yes
105367,Female,>50,Yes,12,Yes
105368,Male,<30,Yes,13,Yes
105369,Female,<30,Yes,15,Yes
105370,Male,30-50,Yes,14,Yes
105371,Female,30-50,No,2,Yes
105372,Female,30-50,Yes,5,Yes
105373,Male,>50,Yes,6,No
105374,Male,30-50,Yes,11,Yes
105375,Female,30-50,Yes,14,Yes
105376,Male,30-50,Yes,10,Yes
105377,Female,>50,Yes,7,Yes
105378,Female,30-50,No,6,Yes
105379,Male,30-50,Yes,8,No
105380,Male,<30,No,1,No
105381,Male,30-50,No,3,No
105382,Female,30-50,No,7,Yes
105383,Female,<30,Yes,7,No
105384,Female,>50,Yes,5,No
105385,Female,30-50,Yes,9,Yes
105386,Female,30-50,Yes,5,Yes
105387,Female,30-50,Yes,13,Yes
105388,Female,30-50,No,6,No
105389,Female,<30,No,2,No
105390,Female,>50,No,2,No
105391,Female,30-50,Yes,5,No
105392,Female,30-50,Yes,7,Yes
105393,Female,30-50,No,5,No
105394,Female,30-50,No,7,Yes
105395,Male,>50,No,6,No
105396,Female,>50,Yes,7,No
105397,Female,30-50,Yes,15,Yes
105398,Female,<30,Yes,7,Yes
105399,Female,30-50,Yes,8,No
105400,Female,30-50,Yes,9,No
105401,Female,<30,No,5,No
105402,Female,30-50,No,6,No
105403,Male,30-50,Yes,11,Yes
105404,Male,30-50,No,7,Yes
105405,Male,30-50,Yes,7,Yes
105406,Male,<30,Yes,14,Yes
105407,Female,<30,No,4,No
105408,Female,<30,No,2,No
105409,Male,30-50,Yes,10,No
105410,Female,>50,No,7,No
105411,Female,>50,Yes,5,Yes
105412,Male,>50,Yes,12,No
105413,Female,>50,Yes,12,No
105414,Female,30-50,No,7,Yes
105415,Female,30-50,Yes,8,Yes
105416,Female,<30,No,6,Yes
105417,Female,>50,Yes,13,Yes
105418,Female,30-50,No,3,Yes
105419,Male,>50,Yes,6,No
105420,Female,>50,Yes,9,No
105421,Male,30-50,No,7,Yes
105422,Female,<30,Yes,11,No
105423,Male,>50,Yes,12,No
105424,Male,<30,No,7,No
105425,Female,30-50,Yes,14,Yes
105426,Female,30-50,No,1,Yes
105427,Male,<30,No,1,No
105428,Female,30-50,Yes,11,Yes
105429,Female,30-50,No,5,No
105430,Female,<30,Yes,8,No
105431,Female,>50,Yes,5,No
105432,Male,30-50,Yes,12,No
105433,Female,30-50,Yes,13,No
105434,Male,>50,Yes,11,Yes
105435,Male,30-50,No,3,No
105436,Female,<30,Yes,6,Yes
105437,Female,30-50,Yes,5,No
105438,Female,30-50,Yes,8,Yes
105439,Female,<30,Yes,11,Yes
105440,Female,>50,Yes,14,No
105441,Female,30-50,No,1,No
105442,Female,30-50,No,6,No
105443,Male,>50,Yes,7,No
105444,Female,30-50,Yes,14,Yes
105445,Male,<30,No,7,No
105446,Female,>50,Yes,15,No
105447,Female,30-50,No,4,No
105448,Female,>50,No,1,No
105449,Female,30-50,Yes,5,Yes
105450,Female,>50,Yes,8,Yes
105451,Male,<30,Yes,9,No
105452,Male,>50,Yes,11,No
105453,Male,>50,Yes,5,No
105454,Male,30-50,Yes,7,Yes
105455,Male,>50,No,7,No
105456,Female,30-50,No,6,No
105457,Female,30-50,No,1,Yes
105458,Female,30-50,No,5,No
105459,Female,<30,No,6,No
105460,Male,30-50,Yes,5,Yes
105461,Male,30-50,No,3,No
105462,Female,>50,Yes,15,Yes
105463,Male,<30,Yes,6,No
105464,Male,30-50,Yes,11,No
105465,Male,<30,Yes,15,No
105466,Female,30-50,No,4,No
105467,Female,30-50,Yes,7,No
105468,Male,30-50,Yes,6,No
105469,Female,<30,No,1,No
105470,Female,>50,Yes,15,Yes
105471,Male,30-50,Yes,9,No
105472,Female,30-50,Yes,10,Yes
105473,Female,<30,Yes,7,No
105474,Male,30-50,No,2,Yes
105475,Female,<30,Yes,10,No
105476,Female,30-50,Yes,10,Yes
105477,Male,>50,No,7,No
105478,Female,<30,Yes,12,Yes
105479,Female,<30,Yes,12,Yes
105480,Male,<30,Yes,8,Yes
105481,Female,30-50,Yes,12,Yes
105482,Male,30-50,No,7,Yes
105483,Male,>50,No,3,No
105484,Female,30-50,Yes,15,Yes
105485,Male,30-50,Yes,15,Yes
105486,Male,>50,No,7,No
105487,Female,30-50,Yes,5,Yes
105488,Male,30-50,Yes,8,No
105489,Female,<30,Yes,15,No
105490,Male,<30,No,3,No
105491,Female,>50,Yes,5,No
105492,Male,<30,Yes,8,Yes
105493,Male,>50,Yes,13,No
105494,Female,<30,No,6,Yes
105495,Female,>50,Yes,7,No
105496,Male,>50,No,7,No
105497,Female,30-50,No,6,No
105498,Male,30-50,Yes,8,Yes
105499,Female,>50,No,3,No
105500,Female,>50,Yes,14,Yes
105501,Female,>50,Yes,10,Yes
105502,Male,<30,Yes,8,No
105503,Male,>50,Yes,11,No
105504,Female,>50,Yes,5,No
105505,Male,30-50,Yes,9,Yes
105506,Male,>50,Yes,13,No
105507,Female,<30,Yes,7,No
105508,Female,>50,Yes,9,No
105509,Male,30-50,Yes,11,Yes
105510,Male,30-50,Yes,8,Yes
105511,Male,30-50,Yes,8,Yes
105512,Female,30-50,No,1,No
105513,Female,30-50,Yes,13,Yes
105514,Male,<30,Yes,10,No
105515,Female,<30,Yes,10,No
105516,Female,30-50,Yes,13,No
105517,Female,30-50,Yes,8,No
105518,Female,30-50,No,2,Yes
105519,Male,30-50,Yes,15,Yes
105520,Male,30-50,Yes,14,Yes
105521,Female,30-50,Yes,6,No
105522,Female,>50,No,6,No
105523,Female,<30,Yes,10,No
105524,Female,<30,Yes,12,Yes
105525,Female,<30,Yes,13,Yes
105526,Female,<30,No,7,No
105527,Male,>50,No,2,No
105528,Male,30-50,Yes,14,No
105529,Male,30-50,Yes,10,Yes
105530,Female,>50,Yes,5,No
105531,Female,>50,No,3,No
105532,Female,30-50,No,4,No
105533,Male,30-50,Yes,11,No
105534,Male,30-50,Yes,15,Yes
105535,Female,<30,Yes,10,Yes
105536,Female,>50,Yes,10,No
105537,Female,30-50,Yes,7,Yes
105538,Female,>50,Yes,14,No
105539,Female,30-50,Yes,10,Yes
105540,Female,30-50,Yes,7,No
105541,Female,30-50,No,4,Yes
105542,Female,>50,No,4,No
105543,Male,30-50,Yes,9,Yes
105544,Male,<30,No,6,Yes
105545,Female,>50,Yes,5,Yes
105546,Female,30-50,Yes,15,Yes
105547,Female,30-50,Yes,8,Yes
105548,Male,30-50,Yes,11,Yes
105549,Female,30-50,No,5,No
105550,Female,<30,No,2,No
105551,Female,30-50,Yes,14,No
105552,Male,30-50,No,7,No
105553,Female,>50,No,2,No
105554,Female,30-50,No,3,No
105555,Female,30-50,Yes,12,Yes
105556,Female,30-50,Yes,11,No
105557,Female,30-50,Yes,9,No
105558,Male,30-50,Yes,15,No
105559,Female,30-50,Yes,13,No
105560,Male,30-50,No,6,No
105561,Female,>50,Yes,13,No
105562,Male,30-50,No,4,No
105563,Female,30-50,Yes,10,Yes
105564,Female,30-50,Yes,9,Yes
105565,Female,>50,Yes,9,No
105566,Female,30-50,Yes,7,No
105567,Female,30-50,Yes,10,Yes
105568,Male,30-50,Yes,8,No
105569,Male,30-50,Yes,8,No
105570,Male,>50,Yes,8,No
105571,Female,>50,No,6,Yes
105572,Female,>50,No,1,No
105573,Female,>50,No,2,No
105574,Female,>50,No,5,Yes
105575,Male,<30,Yes,13,No
105576,Male,30-50,Yes,6,No
105577,Male,30-50,Yes,5,No
105578,Male,30-50,Yes,5,No
105579,Male,>50,No,5,No
105580,Female,>50,No,5,No
105581,Male,30-50,Yes,6,No
105582,Female,30-50,Yes,7,Yes
105583,Male,30-50,No,5,Yes
105584,Female,30-50,Yes,7,Yes
105585,Female,30-50,Yes,7,No
105586,Female,>50,Yes,11,No
105587,Male,30-50,Yes,14,Yes
105588,Female,30-50,No,6,No
105589,Male,>50,No,2,No
105590,Female,<30,Yes,11,No
105591,Female,<30,Yes,11,Yes
105592,Male,>50,Yes,15,No
105593,Female,30-50,Yes,8,Yes
105594,Female,<30,Yes,6,Yes
105595,Female,30-50,Yes,10,Yes
105596,Female,30-50,Yes,6,Yes
105597,Female,>50,Yes,14,Yes
105598,Female,<30,No,4,No
105599,Female,<30,Yes,14,No
105600,Female,30-50,No,2,No
105601,Male,<30,Yes,10,No
105602,Female,<30,Yes,5,Yes
105603,Female,>50,Yes,13,Yes
105604,Female,30-50,Yes,8,Yes
105605,Female,30-50,Yes,8,No
105606,Male,<30,Yes,10,Yes
105607,Female,>50,No,5,No
105608,Male,30-50,Yes,14,Yes
105609,Female,>50,No,4,No
105610,Female,30-50,Yes,8,No
105611,Female,>50,Yes,15,No
105612,Male,30-50,No,2,Yes
105613,Female,>50,No,6,No
105614,Female,30-50,No,3,No
105615,Male,>50,Yes,12,Yes
105616,Male,>50,Yes,5,No
105617,Female,30-50,Yes,7,No
105618,Male,>50,Yes,12,No
105619,Female,>50,Yes,13,Yes
105620,Male,30-50,No,5,Yes
105621,Male,<30,No,4,No
105622,Male,<30,Yes,10,No
105623,Female,30-50,No,4,No
105624,Female,30-50,Yes,14,No
105625,Female,<30,No,4,No
105626,Female,30-50,No,7,No
105627,Male,>50,Yes,13,No
105628,Male,30-50,No,2,No
105629,Male,30-50,Yes,10,No
105630,Female,<30,Yes,7,No
105631,Female,30-50,Yes,12,Yes
105632,Male,30-50,Yes,9,Yes
105633,Male,<30,No,6,No
105634,Female,30-50,Yes,12,Yes
105635,Female,30-50,No,5,Yes
105636,Male,<30,Yes,14,No
105637,Female,30-50,No,5,No
105638,Male,30-50,Yes,15,No
105639,Female,30-50,No,2,No
105640,Male,30-50,No,4,No
105641,Female,30-50,Yes,9,No
105642,Male,30-50,Yes,10,No
105643,Female,30-50,Yes,11,No
105644,Female,30-50,Yes,10,No
105645,Male,30-50,Yes,6,No
105646,Female,30-50,Yes,7,No
105647,Female,30-50,Yes,14,Yes
105648,Female,30-50,Yes,13,Yes
105649,Male,>50,Yes,6,No
105650,Male,>50,Yes,15,Yes
105651,Male,<30,No,1,No
105652,Female,30-50,Yes,15,No
105653,Female,30-50,Yes,11,No
105654,Female,30-50,No,2,Yes
105655,Male,30-50,Yes,8,No
105656,Female,>50,Yes,8,Yes
105657,Female,30-50,No,2,No
105658,Male,30-50,No,5,No
105659,Female,>50,Yes,11,Yes
105660,Male,30-50,No,3,Yes
105661,Male,<30,No,4,No
105662,Female,30-50,Yes,14,Yes
105663,Female,30-50,No,4,Yes
105664,Male,<30,Yes,13,Yes
105665,Male,>50,No,7,Yes
105666,Female,30-50,Yes,6,No
105667,Female,>50,Yes,5,No
105668,Female,>50,No,7,No
105669,Female,30-50,Yes,12,No
105670,Female,<30,No,2,No
105671,Female,30-50,Yes,12,Yes
105672,Female,30-50,Yes,5,Yes
105673,Male,>50,No,3,No
105674,Male,<30,Yes,7,Yes
105675,Male,30-50,Yes,7,No
105676,Female,<30,No,4,No
105677,Female,30-50,No,1,Yes
105678,Female,<30,Yes,11,Yes
105679,Male,>50,No,2,No
105680,Female,30-50,Yes,12,Yes
105681,Female,30-50,Yes,14,No
105682,Female,<30,Yes,12,Yes
105683,Female,30-50,Yes,8,Yes
105684,Female,30-50,Yes,6,Yes
105685,Male,<30,Yes,5,Yes
105686,Male,<30,Yes,13,Yes
105687,Female,30-50,Yes,6,Yes
105688,Female,30-50,Yes,14,No
105689,Female,<30,No,6,No
105690,Female,<30,Yes,6,Yes
105691,Female,30-50,No,5,No
105692,Male,30-50,Yes,5,Yes
105693,Female,30-50,Yes,9,Yes
105694,Female,30-50,Yes,6,Yes
105695,Male,>50,Yes,9,No
105696,Male,>50,Yes,7,No
105697,Male,<30,Yes,14,No
105698,Female,30-50,No,1,No
105699,Female,30-50,No,3,No
105700,Female,>50,Yes,12,Yes
105701,Female,<30,Yes,10,Yes
105702,Male,>50,Yes,12,Yes
105703,Male,30-50,No,2,No
105704,Female,<30,Yes,9,No
105705,Male,<30,No,5,No
105706,Male,<30,No,6,No
105707,Female,30-50,Yes,6,Yes
105708,Female,30-50,Yes,13,No
105709,Female,30-50,Yes,5,Yes
105710,Female,30-50,Yes,6,No
105711,Male,>50,Yes,10,Yes
105712,Female,30-50,Yes,12,No
105713,Female,30-50,No,6,No
105714,Male,>50,No,1,No
105715,Female,>50,Yes,6,No
105716,Male,30-50,Yes,8,Yes
105717,Female,>50,No,2,No
105718,Female,30-50,No,2,Yes
105719,Female,30-50,No,4,Yes
105720,Male,30-50,Yes,11,No
105721,Female,30-50,No,4,No
